surah_number,ayah_number,meccan_medinan,name_serial,name_translit,position_in_verse
1,1,Meccan,1,Allāh,1
1,2,Meccan,1,Allāh,1
2,7,Medinan,1,Allāh,1
2,8,Medinan,1,Allāh,5
2,9,Medinan,1,Allāh,1
2,10,Medinan,1,Allāh,4
2,15,Medinan,1,Allāh,0
2,17,Medinan,1,Allāh,10
2,19,Medinan,1,Allāh,17
2,20,Medinan,1,Allāh,17
2,20,Medinan,1,Allāh,23
2,22,Medinan,1,Allāh,20
2,23,Medinan,1,Allāh,16
2,26,Medinan,1,Allāh,2
2,26,Medinan,52,Al-Ḥaqq,18
2,26,Medinan,1,Allāh,28
2,27,Medinan,1,Allāh,3
2,27,Medinan,1,Allāh,10
2,28,Medinan,1,Allāh,2
2,42,Medinan,52,Al-Ḥaqq,2
2,42,Medinan,52,Al-Ḥaqq,5
2,55,Medinan,1,Allāh,8
2,60,Medinan,1,Allāh,26
2,61,Medinan,1,Allāh,46
2,61,Medinan,1,Allāh,53
2,61,Medinan,52,Al-Ḥaqq,57
2,62,Medinan,1,Allāh,9
2,64,Medinan,1,Allāh,8
2,67,Medinan,1,Allāh,5
2,67,Medinan,1,Allāh,17
2,70,Medinan,1,Allāh,15
2,72,Medinan,1,Allāh,6
2,73,Medinan,1,Allāh,6
2,74,Medinan,1,Allāh,34
2,74,Medinan,1,Allāh,37
2,75,Medinan,1,Allāh,11
2,76,Medinan,1,Allāh,15
2,77,Medinan,1,Allāh,3
2,79,Medinan,1,Allāh,10
2,80,Medinan,1,Allāh,11
2,80,Medinan,1,Allāh,15
2,80,Medinan,1,Allāh,21
2,83,Medinan,1,Allāh,8
2,85,Medinan,1,Allāh,49
2,88,Medinan,1,Allāh,6
2,89,Medinan,1,Allāh,5
2,89,Medinan,1,Allāh,24
2,90,Medinan,1,Allāh,8
2,90,Medinan,1,Allāh,12
2,91,Medinan,1,Allāh,6
2,91,Medinan,52,Al-Ḥaqq,16
2,91,Medinan,1,Allāh,25
2,94,Medinan,1,Allāh,7
2,95,Medinan,1,Allāh,7
2,96,Medinan,1,Allāh,23
2,97,Medinan,1,Allāh,10
2,98,Medinan,1,Allāh,3
2,98,Medinan,1,Allāh,9
2,101,Medinan,1,Allāh,5
2,101,Medinan,1,Allāh,16
2,102,Medinan,1,Allāh,54
2,103,Medinan,1,Allāh,7
2,105,Medinan,1,Allāh,17
2,105,Medinan,1,Allāh,23
2,106,Medinan,1,Allāh,16
2,107,Medinan,1,Allāh,3
2,107,Medinan,1,Allāh,13
2,109,Medinan,52,Al-Ḥaqq,20
2,109,Medinan,1,Allāh,26
2,109,Medinan,1,Allāh,30
2,110,Medinan,1,Allāh,12
2,110,Medinan,1,Allāh,15
2,112,Medinan,1,Allāh,4
2,113,Medinan,1,Allāh,24
2,114,Medinan,1,Allāh,5
2,115,Medinan,1,Allāh,0
2,115,Medinan,1,Allāh,8
2,115,Medinan,1,Allāh,11
2,116,Medinan,1,Allāh,2
2,118,Medinan,1,Allāh,6
2,120,Medinan,1,Allāh,13
2,120,Medinan,1,Allāh,29
2,126,Medinan,1,Allāh,15
2,132,Medinan,1,Allāh,7
2,136,Medinan,1,Allāh,2
2,137,Medinan,1,Allāh,17
2,138,Medinan,1,Allāh,1
2,138,Medinan,1,Allāh,6
2,139,Medinan,1,Allāh,3
2,140,Medinan,1,Allāh,17
2,140,Medinan,1,Allāh,26
2,140,Medinan,1,Allāh,29
2,142,Medinan,1,Allāh,14
2,143,Medinan,1,Allāh,36
2,143,Medinan,1,Allāh,40
2,143,Medinan,1,Allāh,45
2,144,Medinan,52,Al-Ḥaqq,30
2,144,Medinan,1,Allāh,35
2,146,Medinan,52,Al-Ḥaqq,12
2,147,Medinan,52,Al-Ḥaqq,0
2,148,Medinan,1,Allāh,13
2,148,Medinan,1,Allāh,17
2,149,Medinan,1,Allāh,15
2,153,Medinan,1,Allāh,8
2,154,Medinan,1,Allāh,6
2,156,Medinan,1,Allāh,6
2,158,Medinan,1,Allāh,6
2,158,Medinan,1,Allāh,24
2,159,Medinan,1,Allāh,18
2,161,Medinan,1,Allāh,9
2,164,Medinan,1,Allāh,18
2,165,Medinan,1,Allāh,6
2,165,Medinan,1,Allāh,10
2,165,Medinan,1,Allāh,16
2,165,Medinan,1,Allāh,27
2,165,Medinan,1,Allāh,30
2,167,Medinan,1,Allāh,15
2,169,Medinan,1,Allāh,7
2,170,Medinan,1,Allāh,6
2,172,Medinan,1,Allāh,9
2,173,Medinan,1,Allāh,11
2,173,Medinan,1,Allāh,24
2,174,Medinan,1,Allāh,5
2,174,Medinan,1,Allāh,22
2,176,Medinan,1,Allāh,2
2,177,Medinan,1,Allāh,13
2,181,Medinan,1,Allāh,12
2,182,Medinan,1,Allāh,14
2,185,Medinan,1,Allāh,31
2,185,Medinan,1,Allāh,41
2,187,Medinan,1,Allāh,16
2,187,Medinan,1,Allāh,31
2,187,Medinan,1,Allāh,62
2,187,Medinan,1,Allāh,68
2,189,Medinan,1,Allāh,29
2,190,Medinan,1,Allāh,3
2,190,Medinan,1,Allāh,10
2,192,Medinan,1,Allāh,3
2,193,Medinan,1,Allāh,7
2,194,Medinan,1,Allāh,18
2,194,Medinan,1,Allāh,21
2,195,Medinan,1,Allāh,3
2,195,Medinan,1,Allāh,13
2,196,Medinan,1,Allāh,3
2,196,Medinan,1,Allāh,75
2,196,Medinan,1,Allāh,78
2,197,Medinan,1,Allāh,22
2,198,Medinan,1,Allāh,14
2,199,Medinan,1,Allāh,7
2,199,Medinan,1,Allāh,10
2,200,Medinan,1,Allāh,4
2,202,Medinan,1,Allāh,6
2,203,Medinan,1,Allāh,2
2,203,Medinan,1,Allāh,24
2,204,Medinan,1,Allāh,9
2,205,Medinan,1,Allāh,11
2,206,Medinan,1,Allāh,4
2,207,Medinan,1,Allāh,7
2,207,Medinan,1,Allāh,9
2,209,Medinan,1,Allāh,9
2,210,Medinan,1,Allāh,5
2,210,Medinan,1,Allāh,15
2,211,Medinan,1,Allāh,12
2,211,Medinan,1,Allāh,18
2,212,Medinan,1,Allāh,16
2,213,Medinan,1,Allāh,5
2,213,Medinan,1,Allāh,35
2,213,Medinan,52,Al-Ḥaqq,42
2,213,Medinan,1,Allāh,45
2,214,Medinan,1,Allāh,25
2,214,Medinan,1,Allāh,30
2,215,Medinan,1,Allāh,21
2,216,Medinan,1,Allāh,23
2,217,Medinan,1,Allāh,15
2,217,Medinan,1,Allāh,25
2,218,Medinan,1,Allāh,8
2,218,Medinan,1,Allāh,12
2,218,Medinan,1,Allāh,14
2,219,Medinan,1,Allāh,25
2,220,Medinan,1,Allāh,17
2,220,Medinan,1,Allāh,25
2,220,Medinan,1,Allāh,29
2,221,Medinan,1,Allāh,33
2,222,Medinan,1,Allāh,23
2,222,Medinan,1,Allāh,26
2,223,Medinan,1,Allāh,12
2,224,Medinan,1,Allāh,2
2,224,Medinan,1,Allāh,12
2,225,Medinan,1,Allāh,2
2,225,Medinan,1,Allāh,12
2,226,Medinan,1,Allāh,11
2,227,Medinan,1,Allāh,4
2,228,Medinan,1,Allāh,13
2,228,Medinan,1,Allāh,19
2,228,Medinan,1,Allāh,42
2,229,Medinan,1,Allāh,23
2,229,Medinan,1,Allāh,30
2,229,Medinan,1,Allāh,40
2,229,Medinan,1,Allāh,47
2,230,Medinan,1,Allāh,24
2,230,Medinan,1,Allāh,28
2,231,Medinan,1,Allāh,26
2,231,Medinan,1,Allāh,31
2,231,Medinan,1,Allāh,43
2,231,Medinan,1,Allāh,46
2,232,Medinan,1,Allāh,22
2,232,Medinan,1,Allāh,31
2,233,Medinan,1,Allāh,66
2,233,Medinan,1,Allāh,69
2,234,Medinan,1,Allāh,23
2,235,Medinan,1,Allāh,15
2,235,Medinan,1,Allāh,39
2,235,Medinan,1,Allāh,48
2,237,Medinan,1,Allāh,34
2,238,Medinan,1,Allāh,6
2,239,Medinan,1,Allāh,9
2,240,Medinan,1,Allāh,26
2,242,Medinan,1,Allāh,2
2,243,Medinan,1,Allāh,14
2,243,Medinan,1,Allāh,20
2,244,Medinan,1,Allāh,3
2,244,Medinan,1,Allāh,6
2,245,Medinan,1,Allāh,4
2,245,Medinan,1,Allāh,12
2,246,Medinan,1,Allāh,20
2,246,Medinan,1,Allāh,39
2,246,Medinan,1,Allāh,55
2,247,Medinan,1,Allāh,4
2,247,Medinan,1,Allāh,29
2,247,Medinan,1,Allāh,38
2,247,Medinan,1,Allāh,44
2,249,Medinan,1,Allāh,6
2,249,Medinan,1,Allāh,50
2,249,Medinan,1,Allāh,59
2,249,Medinan,1,Allāh,61
2,251,Medinan,1,Allāh,2
2,251,Medinan,1,Allāh,7
2,251,Medinan,1,Allāh,16
2,251,Medinan,1,Allāh,23
2,252,Medinan,1,Allāh,2
2,253,Medinan,1,Allāh,11
2,253,Medinan,1,Allāh,28
2,253,Medinan,1,Allāh,50
2,253,Medinan,1,Allāh,54
2,255,Medinan,1,Allāh,0
2,255,Medinan,63,Al-Ḥayy,5
2,256,Medinan,1,Allāh,15
2,256,Medinan,1,Allāh,24
2,257,Medinan,1,Allāh,0
2,258,Medinan,1,Allāh,10
2,258,Medinan,1,Allāh,27
2,258,Medinan,1,Allāh,40
2,259,Medinan,1,Allāh,13
2,259,Medinan,1,Allāh,18
2,259,Medinan,1,Allāh,69
2,260,Medinan,1,Allāh,40
2,261,Medinan,1,Allāh,6
2,261,Medinan,1,Allāh,18
2,261,Medinan,1,Allāh,23
2,262,Medinan,1,Allāh,5
2,263,Medinan,1,Allāh,10
2,264,Medinan,1,Allāh,15
2,264,Medinan,1,Allāh,36
2,265,Medinan,1,Allāh,6
2,265,Medinan,1,Allāh,24
2,266,Medinan,1,Allāh,31
2,267,Medinan,1,Allāh,28
2,268,Medinan,1,Allāh,6
2,268,Medinan,1,Allāh,12
2,270,Medinan,1,Allāh,9
2,271,Medinan,1,Allāh,19
2,272,Medinan,1,Allāh,5
2,272,Medinan,1,Allāh,21
2,273,Medinan,1,Allāh,5
2,273,Medinan,1,Allāh,28
2,275,Medinan,1,Allāh,23
2,275,Medinan,1,Allāh,39
2,276,Medinan,1,Allāh,1
2,276,Medinan,1,Allāh,6
2,278,Medinan,1,Allāh,4
2,279,Medinan,1,Allāh,6
2,281,Medinan,1,Allāh,5
2,282,Medinan,1,Allāh,23
2,282,Medinan,52,Al-Ḥaqq,29
2,282,Medinan,1,Allāh,31
2,282,Medinan,52,Al-Ḥaqq,42
2,282,Medinan,1,Allāh,98
2,282,Medinan,1,Allāh,135
2,282,Medinan,1,Allāh,138
2,282,Medinan,1,Allāh,140
2,283,Medinan,1,Allāh,20
2,283,Medinan,1,Allāh,33
2,284,Medinan,1,Allāh,0
2,284,Medinan,1,Allāh,17
2,284,Medinan,1,Allāh,26
2,285,Medinan,1,Allāh,11
2,286,Medinan,1,Allāh,2
3,2,Medinan,1,Allāh,0
3,2,Medinan,63,Al-Ḥayy,5
3,4,Medinan,1,Allāh,11
3,4,Medinan,1,Allāh,16
3,5,Medinan,1,Allāh,1
3,7,Medinan,1,Allāh,32
3,9,Medinan,1,Allāh,10
3,10,Medinan,1,Allāh,10
3,11,Medinan,1,Allāh,10
3,11,Medinan,1,Allāh,13
3,13,Medinan,1,Allāh,12
3,13,Medinan,1,Allāh,20
3,14,Medinan,1,Allāh,22
3,15,Medinan,1,Allāh,22
3,15,Medinan,1,Allāh,24
3,18,Medinan,1,Allāh,1
3,19,Medinan,1,Allāh,3
3,19,Medinan,1,Allāh,23
3,19,Medinan,1,Allāh,25
3,20,Medinan,1,Allāh,5
3,20,Medinan,1,Allāh,27
3,21,Medinan,1,Allāh,4
3,23,Medinan,1,Allāh,11
3,27,Medinan,63,Al-Ḥayy,10
3,27,Medinan,63,Al-Ḥayy,16
3,28,Medinan,1,Allāh,14
3,28,Medinan,1,Allāh,24
3,28,Medinan,1,Allāh,28
3,29,Medinan,1,Allāh,9
3,29,Medinan,1,Allāh,19
3,30,Medinan,1,Allāh,22
3,30,Medinan,1,Allāh,25
3,31,Medinan,1,Allāh,4
3,31,Medinan,1,Allāh,7
3,31,Medinan,1,Allāh,12
3,32,Medinan,1,Allāh,2
3,32,Medinan,1,Allāh,8
3,33,Medinan,1,Allāh,2
3,34,Medinan,1,Allāh,5
3,36,Medinan,1,Allāh,7
3,37,Medinan,1,Allāh,29
3,37,Medinan,1,Allāh,32
3,39,Medinan,1,Allāh,8
3,39,Medinan,1,Allāh,14
3,40,Medinan,1,Allāh,14
3,42,Medinan,1,Allāh,5
3,45,Medinan,1,Allāh,5
3,47,Medinan,1,Allāh,12
3,49,Medinan,1,Allāh,23
3,49,Medinan,1,Allāh,31
3,50,Medinan,1,Allāh,18
3,51,Medinan,1,Allāh,1
3,52,Medinan,1,Allāh,10
3,52,Medinan,1,Allāh,16
3,52,Medinan,1,Allāh,18
3,54,Medinan,1,Allāh,2
3,54,Medinan,1,Allāh,4
3,55,Medinan,1,Allāh,2
3,57,Medinan,1,Allāh,8
3,59,Medinan,1,Allāh,4
3,60,Medinan,52,Al-Ḥaqq,0
3,61,Medinan,1,Allāh,22
3,62,Medinan,52,Al-Ḥaqq,4
3,62,Medinan,1,Allāh,10
3,62,Medinan,1,Allāh,13
3,63,Medinan,1,Allāh,3
3,64,Medinan,1,Allāh,12
3,64,Medinan,1,Allāh,24
3,66,Medinan,1,Allāh,15
3,68,Medinan,1,Allāh,11
3,70,Medinan,1,Allāh,5
3,71,Medinan,52,Al-Ḥaqq,4
3,71,Medinan,52,Al-Ḥaqq,7
3,73,Medinan,1,Allāh,10
3,73,Medinan,1,Allāh,26
3,73,Medinan,1,Allāh,31
3,74,Medinan,1,Allāh,5
3,75,Medinan,1,Allāh,34
3,76,Medinan,1,Allāh,6
3,77,Medinan,1,Allāh,4
3,77,Medinan,1,Allāh,16
3,78,Medinan,1,Allāh,17
3,78,Medinan,1,Allāh,22
3,78,Medinan,1,Allāh,25
3,79,Medinan,1,Allāh,5
3,79,Medinan,1,Allāh,17
3,81,Medinan,1,Allāh,2
3,83,Medinan,1,Allāh,2
3,84,Medinan,1,Allāh,2
3,86,Medinan,1,Allāh,2
3,86,Medinan,1,Allāh,14
3,87,Medinan,1,Allāh,5
3,89,Medinan,1,Allāh,8
3,92,Medinan,1,Allāh,13
3,94,Medinan,1,Allāh,3
3,95,Medinan,1,Allāh,2
3,97,Medinan,1,Allāh,11
3,97,Medinan,1,Allāh,24
3,98,Medinan,1,Allāh,6
3,98,Medinan,1,Allāh,7
3,99,Medinan,1,Allāh,7
3,99,Medinan,1,Allāh,16
3,101,Medinan,1,Allāh,6
3,101,Medinan,1,Allāh,12
3,102,Medinan,1,Allāh,4
3,103,Medinan,1,Allāh,2
3,103,Medinan,1,Allāh,9
3,103,Medinan,1,Allāh,31
3,107,Medinan,1,Allāh,6
3,108,Medinan,1,Allāh,2
3,108,Medinan,1,Allāh,8
3,109,Medinan,1,Allāh,0
3,109,Medinan,1,Allāh,9
3,110,Medinan,1,Allāh,11
3,112,Medinan,1,Allāh,9
3,112,Medinan,1,Allāh,16
3,112,Medinan,1,Allāh,26
3,113,Medinan,1,Allāh,11
3,114,Medinan,1,Allāh,1
3,115,Medinan,1,Allāh,7
3,116,Medinan,1,Allāh,10
3,117,Medinan,1,Allāh,20
3,119,Medinan,1,Allāh,25
3,120,Medinan,1,Allāh,19
3,121,Medinan,1,Allāh,9
3,122,Medinan,1,Allāh,6
3,122,Medinan,1,Allāh,10
3,123,Medinan,1,Allāh,2
3,123,Medinan,1,Allāh,8
3,126,Medinan,1,Allāh,2
3,126,Medinan,1,Allāh,15
3,129,Medinan,1,Allāh,0
3,129,Medinan,1,Allāh,15
3,130,Medinan,1,Allāh,10
3,132,Medinan,1,Allāh,1
3,134,Medinan,1,Allāh,11
3,135,Medinan,1,Allāh,8
3,135,Medinan,1,Allāh,15
3,140,Medinan,1,Allāh,15
3,140,Medinan,1,Allāh,22
3,141,Medinan,1,Allāh,1
3,142,Medinan,1,Allāh,7
3,144,Medinan,1,Allāh,24
3,144,Medinan,1,Allāh,28
3,145,Medinan,1,Allāh,7
3,146,Medinan,1,Allāh,13
3,146,Medinan,1,Allāh,19
3,148,Medinan,1,Allāh,1
3,148,Medinan,1,Allāh,8
3,150,Medinan,1,Allāh,1
3,151,Medinan,1,Allāh,8
3,152,Medinan,1,Allāh,2
3,152,Medinan,1,Allāh,40
3,153,Medinan,1,Allāh,23
3,154,Medinan,1,Allāh,17
3,154,Medinan,52,Al-Ḥaqq,19
3,154,Medinan,1,Allāh,35
3,154,Medinan,1,Allāh,70
3,154,Medinan,1,Allāh,79
3,155,Medinan,1,Allāh,16
3,155,Medinan,1,Allāh,20
3,156,Medinan,1,Allāh,24
3,156,Medinan,1,Allāh,30
3,156,Medinan,1,Allāh,34
3,157,Medinan,1,Allāh,4
3,157,Medinan,1,Allāh,9
3,158,Medinan,1,Allāh,5
3,159,Medinan,1,Allāh,3
3,159,Medinan,1,Allāh,28
3,159,Medinan,1,Allāh,31
3,160,Medinan,1,Allāh,2
3,160,Medinan,1,Allāh,17
3,162,Medinan,1,Allāh,3
3,162,Medinan,1,Allāh,8
3,163,Medinan,1,Allāh,3
3,163,Medinan,1,Allāh,5
3,164,Medinan,1,Allāh,2
3,165,Medinan,1,Allāh,17
3,166,Medinan,1,Allāh,6
3,167,Medinan,1,Allāh,10
3,167,Medinan,1,Allāh,34
3,169,Medinan,1,Allāh,6
3,170,Medinan,1,Allāh,3
3,171,Medinan,1,Allāh,4
3,171,Medinan,1,Allāh,7
3,172,Medinan,1,Allāh,2
3,173,Medinan,1,Allāh,14
3,174,Medinan,1,Allāh,3
3,174,Medinan,1,Allāh,10
3,174,Medinan,1,Allāh,12
3,176,Medinan,1,Allāh,10
3,176,Medinan,1,Allāh,14
3,177,Medinan,1,Allāh,7
3,179,Medinan,1,Allāh,2
3,179,Medinan,1,Allāh,17
3,179,Medinan,1,Allāh,22
3,179,Medinan,1,Allāh,30
3,180,Medinan,1,Allāh,6
3,180,Medinan,1,Allāh,25
3,180,Medinan,1,Allāh,30
3,181,Medinan,1,Allāh,2
3,181,Medinan,1,Allāh,7
3,182,Medinan,1,Allāh,5
3,183,Medinan,1,Allāh,3
3,187,Medinan,1,Allāh,2
3,189,Medinan,1,Allāh,0
3,189,Medinan,1,Allāh,5
3,191,Medinan,1,Allāh,2
3,195,Medinan,1,Allāh,40
3,195,Medinan,1,Allāh,42
3,198,Medinan,1,Allāh,15
3,198,Medinan,1,Allāh,19
3,199,Medinan,1,Allāh,6
3,199,Medinan,1,Allāh,14
3,199,Medinan,1,Allāh,18
3,199,Medinan,1,Allāh,29
3,200,Medinan,1,Allāh,7
4,1,Medinan,1,Allāh,19
4,1,Medinan,1,Allāh,26
4,5,Medinan,1,Allāh,6
4,6,Medinan,1,Allāh,40
4,9,Medinan,1,Allāh,11
4,11,Medinan,1,Allāh,1
4,11,Medinan,1,Allāh,74
4,11,Medinan,1,Allāh,77
4,12,Medinan,1,Allāh,94
4,12,Medinan,1,Allāh,96
4,13,Medinan,1,Allāh,2
4,13,Medinan,1,Allāh,6
4,14,Medinan,1,Allāh,2
4,15,Medinan,1,Allāh,20
4,16,Medinan,1,Allāh,12
4,17,Medinan,1,Allāh,3
4,17,Medinan,1,Allāh,14
4,17,Medinan,1,Allāh,18
4,19,Medinan,1,Allāh,33
4,23,Medinan,1,Allāh,51
4,24,Medinan,1,Allāh,10
4,24,Medinan,1,Allāh,44
4,25,Medinan,1,Allāh,17
4,25,Medinan,1,Allāh,62
4,26,Medinan,1,Allāh,1
4,26,Medinan,1,Allāh,12
4,27,Medinan,1,Allāh,0
4,28,Medinan,1,Allāh,1
4,29,Medinan,1,Allāh,21
4,30,Medinan,1,Allāh,12
4,32,Medinan,1,Allāh,4
4,32,Medinan,1,Allāh,21
4,32,Medinan,1,Allāh,26
4,33,Medinan,1,Allāh,15
4,34,Medinan,1,Allāh,6
4,34,Medinan,1,Allāh,21
4,34,Medinan,1,Allāh,40
4,35,Medinan,1,Allāh,15
4,35,Medinan,1,Allāh,19
4,36,Medinan,1,Allāh,2
4,36,Medinan,1,Allāh,28
4,37,Medinan,1,Allāh,8
4,38,Medinan,1,Allāh,7
4,39,Medinan,1,Allāh,4
4,39,Medinan,1,Allāh,10
4,39,Medinan,1,Allāh,13
4,40,Medinan,1,Allāh,1
4,42,Medinan,1,Allāh,12
4,43,Medinan,1,Allāh,46
4,45,Medinan,1,Allāh,0
4,45,Medinan,1,Allāh,5
4,45,Medinan,1,Allāh,8
4,46,Medinan,1,Allāh,33
4,47,Medinan,1,Allāh,27
4,48,Medinan,1,Allāh,1
4,48,Medinan,1,Allāh,16
4,49,Medinan,1,Allāh,8
4,50,Medinan,1,Allāh,4
4,52,Medinan,1,Allāh,3
4,52,Medinan,1,Allāh,7
4,54,Medinan,1,Allāh,6
4,56,Medinan,1,Allāh,17
4,58,Medinan,1,Allāh,2
4,58,Medinan,1,Allāh,18
4,58,Medinan,1,Allāh,24
4,59,Medinan,1,Allāh,4
4,59,Medinan,1,Allāh,17
4,59,Medinan,1,Allāh,22
4,61,Medinan,1,Allāh,7
4,62,Medinan,1,Allāh,10
4,63,Medinan,1,Allāh,3
4,64,Medinan,1,Allāh,7
4,64,Medinan,1,Allāh,16
4,64,Medinan,1,Allāh,21
4,69,Medinan,1,Allāh,2
4,69,Medinan,1,Allāh,8
4,70,Medinan,1,Allāh,3
4,70,Medinan,1,Allāh,6
4,72,Medinan,1,Allāh,10
4,73,Medinan,1,Allāh,4
4,74,Medinan,1,Allāh,4
4,74,Medinan,1,Allāh,15
4,75,Medinan,1,Allāh,6
4,76,Medinan,1,Allāh,5
4,77,Medinan,1,Allāh,22
4,78,Medinan,1,Allāh,17
4,78,Medinan,1,Allāh,31
4,79,Medinan,1,Allāh,5
4,79,Medinan,1,Allāh,19
4,80,Medinan,1,Allāh,5
4,81,Medinan,1,Allāh,13
4,81,Medinan,1,Allāh,22
4,81,Medinan,1,Allāh,25
4,82,Medinan,1,Allāh,9
4,83,Medinan,1,Allāh,25
4,84,Medinan,1,Allāh,3
4,84,Medinan,1,Allāh,13
4,84,Medinan,1,Allāh,20
4,85,Medinan,1,Allāh,19
4,86,Medinan,1,Allāh,10
4,87,Medinan,1,Allāh,0
4,87,Medinan,1,Allāh,17
4,88,Medinan,1,Allāh,6
4,88,Medinan,1,Allāh,16
4,88,Medinan,1,Allāh,20
4,89,Medinan,1,Allāh,16
4,90,Medinan,1,Allāh,20
4,90,Medinan,1,Allāh,34
4,92,Medinan,1,Allāh,59
4,92,Medinan,1,Allāh,62
4,93,Medinan,1,Allāh,9
4,94,Medinan,1,Allāh,7
4,94,Medinan,1,Allāh,22
4,94,Medinan,1,Allāh,31
4,94,Medinan,1,Allāh,36
4,95,Medinan,1,Allāh,11
4,95,Medinan,1,Allāh,16
4,95,Medinan,1,Allāh,26
4,95,Medinan,1,Allāh,30
4,96,Medinan,1,Allāh,6
4,97,Medinan,1,Allāh,20
4,99,Medinan,1,Allāh,2
4,99,Medinan,1,Allāh,8
4,100,Medinan,1,Allāh,5
4,100,Medinan,1,Allāh,19
4,100,Medinan,1,Allāh,28
4,100,Medinan,1,Allāh,31
4,102,Medinan,1,Allāh,61
4,103,Medinan,1,Allāh,4
4,104,Medinan,1,Allāh,16
4,104,Medinan,1,Allāh,22
4,105,Medinan,1,Allāh,10
4,106,Medinan,1,Allāh,1
4,106,Medinan,1,Allāh,4
4,107,Medinan,1,Allāh,8
4,108,Medinan,1,Allāh,6
4,108,Medinan,1,Allāh,18
4,109,Medinan,1,Allāh,9
4,110,Medinan,1,Allāh,8
4,110,Medinan,1,Allāh,10
4,111,Medinan,1,Allāh,9
4,113,Medinan,1,Allāh,2
4,113,Medinan,1,Allāh,21
4,113,Medinan,1,Allāh,33
4,114,Medinan,1,Allāh,23
4,116,Medinan,1,Allāh,1
4,116,Medinan,1,Allāh,16
4,118,Medinan,1,Allāh,1
4,119,Medinan,1,Allāh,9
4,119,Medinan,1,Allāh,17
4,122,Medinan,1,Allāh,15
4,122,Medinan,1,Allāh,21
4,123,Medinan,1,Allāh,17
4,125,Medinan,1,Allāh,6
4,125,Medinan,1,Allāh,15
4,126,Medinan,1,Allāh,0
4,126,Medinan,1,Allāh,9
4,127,Medinan,1,Allāh,5
4,127,Medinan,1,Allāh,38
4,128,Medinan,1,Allāh,27
4,129,Medinan,1,Allāh,20
4,130,Medinan,1,Allāh,3
4,130,Medinan,1,Allāh,9
4,131,Medinan,1,Allāh,0
4,131,Medinan,1,Allāh,18
4,131,Medinan,1,Allāh,23
4,131,Medinan,1,Allāh,32
4,132,Medinan,1,Allāh,0
4,132,Medinan,1,Allāh,9
4,133,Medinan,1,Allāh,9
4,134,Medinan,1,Allāh,6
4,134,Medinan,1,Allāh,12
4,135,Medinan,1,Allāh,8
4,135,Medinan,1,Allāh,21
4,135,Medinan,1,Allāh,36
4,136,Medinan,1,Allāh,4
4,136,Medinan,1,Allāh,19
4,137,Medinan,1,Allāh,14
4,139,Medinan,1,Allāh,13
4,140,Medinan,1,Allāh,9
4,140,Medinan,1,Allāh,28
4,141,Medinan,1,Allāh,8
4,141,Medinan,1,Allāh,25
4,141,Medinan,1,Allāh,33
4,142,Medinan,1,Allāh,3
4,142,Medinan,1,Allāh,16
4,143,Medinan,1,Allāh,12
4,144,Medinan,1,Allāh,14
4,146,Medinan,1,Allāh,5
4,146,Medinan,1,Allāh,8
4,146,Medinan,1,Allāh,15
4,147,Medinan,1,Allāh,2
4,147,Medinan,1,Allāh,9
4,148,Medinan,1,Allāh,3
4,148,Medinan,1,Allāh,13
4,149,Medinan,1,Allāh,10
4,150,Medinan,1,Allāh,3
4,150,Medinan,1,Allāh,9
4,152,Medinan,1,Allāh,2
4,152,Medinan,1,Allāh,15
4,153,Medinan,1,Allāh,18
4,155,Medinan,1,Allāh,5
4,155,Medinan,1,Allāh,16
4,157,Medinan,1,Allāh,8
4,158,Medinan,1,Allāh,2
4,158,Medinan,1,Allāh,6
4,160,Medinan,1,Allāh,12
4,162,Medinan,1,Allāh,21
4,164,Medinan,1,Allāh,12
4,165,Medinan,1,Allāh,7
4,165,Medinan,1,Allāh,13
4,166,Medinan,1,Allāh,1
4,166,Medinan,1,Allāh,14
4,167,Medinan,1,Allāh,6
4,168,Medinan,1,Allāh,6
4,169,Medinan,1,Allāh,10
4,170,Medinan,1,Allāh,15
4,170,Medinan,1,Allāh,22
4,171,Medinan,1,Allāh,9
4,171,Medinan,52,Al-Ḥaqq,11
4,171,Medinan,1,Allāh,19
4,171,Medinan,1,Allāh,28
4,171,Medinan,1,Allāh,40
4,171,Medinan,1,Allāh,59
4,172,Medinan,1,Allāh,6
4,173,Medinan,1,Allāh,23
4,175,Medinan,1,Allāh,3
4,176,Medinan,1,Allāh,2
4,176,Medinan,1,Allāh,47
4,176,Medinan,1,Allāh,52
5,1,Medinan,1,Allāh,21
5,2,Medinan,1,Allāh,6
5,2,Medinan,1,Allāh,52
5,2,Medinan,1,Allāh,55
5,3,Medinan,1,Allāh,9
5,3,Medinan,1,Allāh,63
5,4,Medinan,1,Allāh,18
5,4,Medinan,1,Allāh,26
5,4,Medinan,1,Allāh,30
5,4,Medinan,1,Allāh,33
5,6,Medinan,1,Allāh,51
5,7,Medinan,1,Allāh,2
5,7,Medinan,1,Allāh,14
5,7,Medinan,1,Allāh,17
5,8,Medinan,1,Allāh,5
5,8,Medinan,1,Allāh,23
5,8,Medinan,1,Allāh,26
5,9,Medinan,1,Allāh,1
5,11,Medinan,1,Allāh,5
5,11,Medinan,1,Allāh,19
5,11,Medinan,1,Allāh,22
5,12,Medinan,1,Allāh,3
5,12,Medinan,1,Allāh,14
5,12,Medinan,1,Allāh,27
